FIRSTNAME,MIDDLENAME,LASTNAME,EMAIL,VOTINGSCOPE
Cindy,D,Hawkins,cindy.hawkins1877@example.com,4th Year
David,W,Molina,david.molina1878@example.com,3rd Year
Kristen,J,Brown,kristen.brown1879@example.com,2nd Year
Alexandra,X,Stone,alexandra.stone1880@example.com,1st Year
Christy,T,Hart,christy.hart1881@example.com,4th Year
Daniel,S,Salas,daniel.salas1882@example.com,3rd Year
Hannah,Z,Carter,hannah.carter1883@example.com,2nd Year
Melanie,W,Torres,melanie.torres1884@example.com,1st Year
Jacqueline,R,Simon,jacqueline.simon1885@example.com,2nd Year
Samantha,O,Thornton,samantha.thornton1886@example.com,1st Year
Marcia,W,Warner,marcia.warner1887@example.com,3rd Year
Brittney,K,Park,brittney.park1888@example.com,2nd Year
Tiffany,H,Wong,tiffany.wong1889@example.com,3rd Year
Michael,B,Adams,michael.adams1890@example.com,1st Year
Kristin,P,Anderson,kristin.anderson1891@example.com,4th Year
Bryan,O,Allen,bryan.allen1892@example.com,3rd Year
Scott,Y,Parker,scott.parker1893@example.com,1st Year
Kelly,B,George,kelly.george1894@example.com,1st Year
Tommy,J,Dawson,tommy.dawson1895@example.com,2nd Year
Michael,M,Burke,michael.burke1896@example.com,2nd Year
Jacqueline,N,Gentry,jacqueline.gentry1897@example.com,1st Year
Kathy,M,Fernandez,kathy.fernandez1898@example.com,2nd Year
Gregory,I,Robinson,gregory.robinson1899@example.com,3rd Year
Jody,Y,Robertson,jody.robertson1900@example.com,3rd Year
Kelsey,P,Smith,kelsey.smith1901@example.com,4th Year
Jaclyn,L,Haney,jaclyn.haney1902@example.com,4th Year
Erica,I,Rodriguez,erica.rodriguez1903@example.com,3rd Year
Nicholas,L,Richards,nicholas.richards1904@example.com,3rd Year
Dawn,U,Clayton,dawn.clayton1905@example.com,4th Year
Amy,U,Beck,amy.beck1906@example.com,3rd Year
Amanda,C,Sanchez,amanda.sanchez1907@example.com,4th Year
Jessica,G,Dillon,jessica.dillon1908@example.com,4th Year
Glenn,U,Hale,glenn.hale1909@example.com,4th Year
Amy,E,Nguyen,amy.nguyen1910@example.com,1st Year
Diane,F,Robinson,diane.robinson1911@example.com,4th Year
Paul,O,Martinez,paul.martinez1912@example.com,1st Year
Lindsey,D,Wilson,lindsey.wilson1913@example.com,1st Year
Miranda,X,Richardson,miranda.richardson1914@example.com,4th Year
Gloria,K,Lloyd,gloria.lloyd1915@example.com,4th Year
Philip,P,Phillips,philip.phillips1916@example.com,4th Year
Cindy,U,Morris,cindy.morris1917@example.com,4th Year
Matthew,E,Campbell,matthew.campbell1918@example.com,4th Year
Carrie,B,Meadows,carrie.meadows1919@example.com,4th Year
Ellen,L,Murray,ellen.murray1920@example.com,3rd Year
Alexandra,B,Randall,alexandra.randall1921@example.com,4th Year
Olivia,X,Gill,olivia.gill1922@example.com,4th Year
Samuel,Y,Roberts,samuel.roberts1923@example.com,4th Year
Jerry,L,Cole,jerry.cole1924@example.com,2nd Year
Regina,N,Ruiz,regina.ruiz1925@example.com,2nd Year
Diane,E,Young,diane.young1926@example.com,2nd Year
Morgan,N,Doyle,morgan.doyle1927@example.com,2nd Year
Mark,L,Blair,mark.blair1928@example.com,2nd Year
Patricia,C,Gibson,patricia.gibson1929@example.com,2nd Year
Ashley,G,Kennedy,ashley.kennedy1930@example.com,1st Year
Tracy,C,White,tracy.white1931@example.com,3rd Year
Michael,C,Martinez,michael.martinez1932@example.com,3rd Year
Debra,D,Morales,debra.morales1933@example.com,2nd Year
Kim,V,James,kim.james1934@example.com,1st Year
Timothy,W,Hunt,timothy.hunt1935@example.com,2nd Year
Amy,Q,Willis,amy.willis1936@example.com,1st Year
Michele,Y,Cameron,michele.cameron1937@example.com,2nd Year
Anna,E,Byrd,anna.byrd1938@example.com,3rd Year
Javier,I,Webb,javier.webb1939@example.com,1st Year
Todd,P,Mccarty,todd.mccarty1940@example.com,1st Year
Steven,H,Hanson,steven.hanson1941@example.com,1st Year
Timothy,G,Reyes,timothy.reyes1942@example.com,2nd Year
Jonathan,F,Rodriguez,jonathan.rodriguez1943@example.com,3rd Year
Tanya,I,Hernandez,tanya.hernandez1944@example.com,4th Year
Julie,F,Blanchard,julie.blanchard1945@example.com,1st Year
Sarah,X,Newman,sarah.newman1946@example.com,2nd Year
Jason,N,Glover,jason.glover1947@example.com,2nd Year
Angela,J,Pearson,angela.pearson1948@example.com,4th Year
Samantha,S,Martinez,samantha.martinez1949@example.com,3rd Year
Danny,T,Martin,danny.martin1950@example.com,2nd Year
Kyle,F,Smith,kyle.smith1951@example.com,1st Year
Scott,V,Marshall,scott.marshall1952@example.com,2nd Year
Nathaniel,I,Chandler,nathaniel.chandler1953@example.com,1st Year
Martha,F,Garza,martha.garza1954@example.com,1st Year
Christina,M,Johnson,christina.johnson1955@example.com,3rd Year
Margaret,I,Frank,margaret.frank1956@example.com,4th Year
Jason,S,Bryant,jason.bryant1957@example.com,2nd Year
Joel,G,Smith,joel.smith1958@example.com,1st Year
Margaret,V,Kane,margaret.kane1959@example.com,3rd Year
Ryan,U,Hernandez,ryan.hernandez1960@example.com,4th Year
Carl,V,Morales,carl.morales1961@example.com,3rd Year
Susan,R,Stanley,susan.stanley1962@example.com,2nd Year
Shane,C,Williams,shane.williams1963@example.com,2nd Year
Melissa,X,Kennedy,melissa.kennedy1964@example.com,2nd Year
Brittany,O,Henderson,brittany.henderson1965@example.com,3rd Year
Ryan,T,Schultz,ryan.schultz1966@example.com,3rd Year
Justin,G,Benson,justin.benson1967@example.com,3rd Year
Nicole,G,Greer,nicole.greer1968@example.com,3rd Year
Michael,Q,Kline,michael.kline1969@example.com,4th Year
Justin,F,Martin,justin.martin1970@example.com,3rd Year
Jenna,I,Gill,jenna.gill1971@example.com,4th Year
Linda,O,Bell,linda.bell1972@example.com,3rd Year
Brittany,E,Perez,brittany.perez1973@example.com,2nd Year
Steven,L,Lowery,steven.lowery1974@example.com,4th Year
Philip,D,Smith,philip.smith1975@example.com,4th Year
Amber,R,Joyce,amber.joyce1976@example.com,2nd Year
Rebecca,K,Bullock,rebecca.bullock1977@example.com,3rd Year
Amy,E,Little,amy.little1978@example.com,2nd Year
Pamela,W,Dunn,pamela.dunn1979@example.com,3rd Year
Christopher,W,Miller,christopher.miller1980@example.com,1st Year
Aaron,Q,Young,aaron.young1981@example.com,2nd Year
Charles,V,Bean,charles.bean1982@example.com,3rd Year
Travis,J,Baxter,travis.baxter1983@example.com,2nd Year
Lawrence,U,Petersen,lawrence.petersen1984@example.com,1st Year
Justin,S,Wilson,justin.wilson1985@example.com,1st Year
Donald,B,Black,donald.black1986@example.com,4th Year
William,A,Johnson,william.johnson1987@example.com,3rd Year
Gloria,J,Chan,gloria.chan1988@example.com,4th Year
Jeffrey,R,Patterson,jeffrey.patterson1989@example.com,3rd Year
Jimmy,A,Allen,jimmy.allen1990@example.com,4th Year
Henry,S,Mckenzie,henry.mckenzie1991@example.com,1st Year
Travis,C,Coleman,travis.coleman1992@example.com,4th Year
Alyssa,J,Sloan,alyssa.sloan1993@example.com,4th Year
Chris,D,Martinez,chris.martinez1994@example.com,3rd Year
Mark,P,Walker,mark.walker1995@example.com,1st Year
Jay,I,Castillo,jay.castillo1996@example.com,4th Year
Jeffery,P,Glover,jeffery.glover1997@example.com,2nd Year
Crystal,Q,Thompson,crystal.thompson1998@example.com,2nd Year
Devin,G,Compton,devin.compton1999@example.com,1st Year
William,Q,Jones,william.jones2000@example.com,1st Year
